index_code,date,open,close,low,high,volume,money,change,label
999999,1991-03-19,124.23,124.22,124.22,124.71,892,892,-0.00394461439381738,123.66
999999,1991-03-20,123.66,123.66,123.63,124.21,678,678,-0.004528546013262189,123.12
999999,1991-03-21,123.14,123.12,123.12,123.66,151,151,-0.004385964912280637,122.62
999999,1991-03-22,122.62,122.62,122.62,123.12,207,207,-0.004077638231936062,122.12
999999,1991-03-25,122.12,122.12,122.1,122.62,443,443,-0.004094333442515558,121.62
999999,1991-03-26,121.62,121.62,121.62,122.14,1164,1164,-0.0041111659266568,121.12
999999,1991-03-27,121.12,121.12,121.12,121.64,668,668,-0.004128137384412153,120.61
999999,1991-03-28,120.65,120.61,120.61,121.15,961,961,-0.004228505099079721,120.19
999999,1991-03-29,120.16,120.19,120.11,120.61,2185,2185,-0.0034944670937682148,120.73
999999,1991-04-01,120.69,120.73,119.68,120.73,11999,11999,0.004472790524310497,121.21
999999,1991-04-02,121.21,121.21,120.73,121.29,816,816,0.003960069301212687,121.71
999999,1991-04-03,121.71,121.71,121.21,121.71,2063,2063,0.004108125872976748,121.72
999999,1991-04-04,122.2,121.72,121.24,122.2,10517,10517,8.215576733490894E-5,121.54
999999,1991-04-05,121.07,121.54,121.03,121.73,11589,11589,-0.0014809939114694142,121.09
999999,1991-04-08,121.11,121.09,121.05,121.11,1862,1862,-0.00371624411594684,120.62
999999,1991-04-09,120.6,120.62,120.6,121.1,320,320,-0.0038965345713811877,120.16
999999,1991-04-10,120.15,120.16,120.09,120.62,466,466,-0.0038282290279627825,119.64
999999,1991-04-11,119.64,119.64,119.62,120.16,239,239,-0.0043463724506853565,119.21
999999,1991-04-12,119.2,119.21,119.15,119.65,399,399,-0.003607079942957863,118.77
999999,1991-04-15,118.73,118.77,118.72,119.22,301,301,-0.0037046392186578913,118.34
999999,1991-04-16,118.36,118.34,118.34,118.77,105,105,-0.0036335981071488306,117.9
999999,1991-04-17,117.92,117.9,117.89,118.34,201,201,-0.003731976251060201,117.45
999999,1991-04-18,117.45,117.45,117.45,117.93,178,178,-0.003831417624521097,117.08
999999,1991-04-19,117.08,117.08,117.05,117.5,646,646,-0.0031602323197813848,116.63
999999,1991-04-22,116.63,116.63,116.58,117.08,430,430,-0.003858355483151872,116.19
999999,1991-04-23,116.21,116.19,116.15,116.63,282,282,-0.0037869007659867265,115.79
999999,1991-04-24,115.7,115.79,115.7,116.19,148,148,-0.0034545297521374166,115.36
999999,1991-04-25,115.38,115.36,115.33,115.79,1495,1495,-0.0037274618585298788,115.56
999999,1991-04-26,116.31,115.56,114.52,116.31,13354,13354,0.001730702665282129,114.75
999999,1991-04-29,114.86,114.75,114.75,116.29,8411,8411,-0.007058823529411785,113.94
999999,1991-04-30,113.89,113.94,113.89,114.87,4850,4850,-0.007109004739336513,113.16
999999,1991-05-02,113.04,113.16,113.03,113.2,1465,1465,-0.006892895015906691,112.41
999999,1991-05-03,112.46,112.41,112.3,113.17,4230,4230,-0.006672004270082733,111.61
999999,1991-05-06,111.65,111.61,111.57,112.41,2764,2764,-0.0071678165038974746,110.82
999999,1991-05-07,110.8,110.82,110.8,110.9,1875,1875,-0.007128677134091376,110.03
999999,1991-05-08,110.16,110.03,110.0,110.82,423,423,-0.007179860038171336,109.29
999999,1991-05-09,109.36,109.29,109.31,110.12,2266,2266,-0.006770976301582897,108.53
999999,1991-05-10,108.61,108.53,108.53,109.4,249,249,-0.007002672072238138,107.84
999999,1991-05-13,107.88,107.84,107.74,107.88,235,235,-0.006398367952522234,107.19
999999,1991-05-14,107.21,107.19,107.06,107.84,267,267,-0.006063998507323498,106.57
999999,1991-05-15,106.56,106.57,106.42,106.6,390,390,-0.005817772356197847,105.77
999999,1991-05-16,105.83,105.77,105.69,105.86,3108,3108,-0.007563581355771932,106.75
999999,1991-05-17,105.12,106.75,104.96,106.75,20192,20192,0.009180327868852495,107.82
999999,1991-05-20,107.76,107.82,106.71,107.82,863,863,0.009923947319606689,108.81
999999,1991-05-21,108.89,108.81,108.62,108.89,771,771,0.009098428453267247,108.25
999999,1991-05-22,109.71,108.25,108.11,109.82,18677,18677,-0.005173210161662839,109.08
999999,1991-05-23,107.52,109.08,107.35,109.16,5609,5609,0.007609094242757594,110.08
999999,1991-05-24,110.07,110.08,109.82,110.08,1024,1024,0.009084302325581396,110.66
999999,1991-05-27,111.05,110.66,109.47,111.07,8619,8619,0.00524127959515632,111.68
999999,1991-05-28,111.61,111.68,111.36,111.68,1630,1630,0.009133237822349661,112.75
999999,1991-05-29,112.75,112.75,111.67,112.75,530,530,0.009490022172948942,113.82
999999,1991-05-30,113.74,113.82,112.77,113.82,388,388,0.009400808293797164,114.83
999999,1991-05-31,114.83,114.83,113.84,114.83,1211,1211,0.008795610903074154,115.97
999999,1991-06-03,115.9,115.97,114.89,115.97,954,954,0.009830128481503842,117.12
999999,1991-06-04,117.12,117.12,116.83,117.12,3603,3603,0.009818989071038299,118.17
999999,1991-06-05,118.17,118.17,117.14,118.17,308,308,0.008885503935008861,119.35
999999,1991-06-06,119.26,119.35,118.17,119.33,266,266,0.009886887306242084,120.47
999999,1991-06-07,120.46,120.47,119.35,120.47,100,100,0.009296920395119155,121.67
999999,1991-06-10,121.65,121.67,120.47,121.67,400,400,0.009862743486479846,122.89
999999,1991-06-11,122.89,122.89,121.67,122.89,543,543,0.009927577508340783,124.11
999999,1991-06-12,123.9,124.11,122.89,124.11,1372,1372,0.009829989525420989,125.34
999999,1991-06-13,125.33,125.34,123.65,125.34,20868,20868,0.00981330780277648,124.53
999999,1991-06-14,124.47,124.53,124.47,126.34,6633,6633,-0.006504456757407872,125.77
999999,1991-06-17,125.63,125.77,123.54,125.77,6933,6933,0.00985926691579864,127.03
999999,1991-06-18,127.03,127.03,126.67,127.03,2030,2030,0.00991891679130918,128.29
999999,1991-06-19,128.12,128.29,127.03,128.29,1481,1481,0.009821498168212574,129.57
999999,1991-06-20,129.55,129.57,129.21,129.57,2299,2299,0.009878829976074718,130.86
999999,1991-06-21,130.72,130.86,128.81,130.86,13613,13613,0.009857863365428857,132.17
999999,1991-06-24,132.1,132.17,131.8,132.17,1960,1960,0.009911477642430007,133.49
999999,1991-06-25,133.48,133.49,132.17,133.49,1624,1624,0.00988838115214639,134.83
999999,1991-06-26,134.83,134.83,133.49,134.83,3409,3409,0.009938440999777523,136.19
999999,1991-06-27,136.04,136.19,134.83,136.19,4497,4497,0.009986048902268781,137.56
999999,1991-06-28,137.41,137.56,136.19,137.56,4935,4935,0.009959290491421958,136.85
999999,1991-07-01,136.64,136.85,136.56,138.62,22940,22940,-0.005188162221410362,135.96
999999,1991-07-02,135.91,135.96,135.69,135.96,2838,2838,-0.006546042953809844,135.27
999999,1991-07-03,135.28,135.27,134.98,135.96,2715,2715,-0.005100909292526041,136.63
999999,1991-07-04,136.63,136.63,134.19,136.63,13394,13394,0.009953890068066934,135.96
999999,1991-07-05,136.01,135.96,135.9,137.68,14540,14540,-0.004927919976463573,135.28
999999,1991-07-08,135.26,135.28,134.93,135.28,5874,5874,-0.005026611472501529,134.64
999999,1991-07-09,136.56,134.64,134.31,136.57,8442,8442,-0.004753416518122511,133.99
999999,1991-07-10,134.4,133.99,133.72,135.6,6023,6023,-0.004851108291663387,133.38
999999,1991-07-11,133.22,133.38,133.13,133.99,5073,5073,-0.004573399310241518,132.8
999999,1991-07-12,132.8,132.8,132.42,133.38,3144,3144,-0.004367469879517952,133.14
999999,1991-07-15,133.9,133.14,131.87,134.1,11938,11938,0.0025537028691600947,134.47
999999,1991-07-16,134.39,134.47,133.14,134.47,2796,2796,0.009890681936491504,135.81
999999,1991-07-17,135.81,135.81,135.39,135.81,660,660,0.009866725572491006,137.17
999999,1991-07-18,137.17,137.17,135.81,137.17,847,847,0.009914704381424402,136.7
999999,1991-07-19,137.66,136.7,136.66,138.54,10823,10823,-0.0034381858083394213,138.07
999999,1991-07-22,138.07,138.07,136.7,138.07,2764,2764,0.009922503078148799,139.39
999999,1991-07-23,139.35,139.39,138.07,139.39,7241,7241,0.00946983284310204,140.68
999999,1991-07-24,140.66,140.68,138.69,140.74,5988,5988,0.009169746943417831,140.19
999999,1991-07-25,140.2,140.19,139.99,141.01,8390,8390,-0.003495256437691769,140.66
999999,1991-07-26,140.11,140.66,139.27,141.46,9279,9279,0.0033413905872316145,141.52
999999,1991-07-29,141.22,141.52,140.81,141.72,4771,4771,0.006076879592990486,142.39
999999,1991-07-30,142.39,142.39,141.39,142.45,5601,5601,0.006109979633401055,143.8
999999,1991-07-31,143.72,143.8,142.39,143.8,4051,4051,0.009805285118219922,145.24
999999,1991-08-01,145.12,145.24,143.8,145.24,4731,4731,0.009914624070503976,146.68
999999,1991-08-02,146.49,146.68,145.44,146.68,11744,11744,0.009817289337332953,148.15
999999,1991-08-05,148.06,148.15,146.68,148.15,5126,5126,0.009922375970300363,149.62
999999,1991-08-06,149.62,149.62,148.15,149.62,2001,2001,0.009824889720625576,151.12
999999,1991-08-07,150.93,151.12,149.62,151.12,1107,1107,0.00992588671254632,152.61
999999,1991-08-08,152.57,152.61,151.12,152.61,1951,1951,0.009763449315248076,154.1
999999,1991-08-09,153.9,154.1,152.61,154.1,3715,3715,0.00966904607397781,155.54
999999,1991-08-12,155.34,155.54,154.1,155.54,3919,3919,0.009258068664009245,157.07
999999,1991-08-13,156.87,157.07,155.54,157.07,20039,20039,0.009740879862481703,158.63
999999,1991-08-14,158.3,158.63,158.11,158.63,5480,5480,0.009834205383597064,160.21
999999,1991-08-15,159.92,160.21,158.63,160.21,1537,1537,0.009862056051432573,161.6
999999,1991-08-16,161.56,161.6,160.21,161.6,984,984,0.008601485148514767,163.21
999999,1991-08-19,163.21,163.21,161.6,163.21,985,985,0.009864591630414886,164.84
999999,1991-08-20,164.74,164.84,163.21,164.84,573,573,0.009888376607619482,166.49
999999,1991-08-21,166.49,166.49,164.84,166.49,3411,3411,0.009910505135443604,168.16
999999,1991-08-22,167.81,168.16,166.49,168.16,1296,1296,0.009931018078020859,169.81
999999,1991-08-23,169.81,169.81,168.16,169.81,605,605,0.009716742241328577,171.51
999999,1991-08-26,171.51,171.51,169.81,171.51,643,643,0.009911958486385567,173.19
999999,1991-08-27,173.06,173.19,171.51,173.19,796,796,0.009700329118309411,174.92
999999,1991-08-28,174.82,174.92,173.19,174.92,804,804,0.009890235536245082,176.66
999999,1991-08-29,176.53,176.66,174.92,176.66,2608,2608,0.009849428280312517,178.43
999999,1991-08-30,178.2,178.43,176.66,178.43,6759,6759,0.009919856526368941,180.22
999999,1991-09-02,180.08,180.22,178.43,180.22,1408,1408,0.009932304960603662,181.97
999999,1991-09-03,181.71,181.97,180.22,181.97,1475,1475,0.00961696983019179,183.69
999999,1991-09-04,183.66,183.69,181.97,183.69,650,650,0.009363601720289612,185.51
999999,1991-09-05,185.48,185.51,183.69,185.51,1514,1514,0.009810791871058128,187.36
999999,1991-09-06,187.09,187.36,185.51,187.36,2765,2765,0.00987403928266451,189.24
999999,1991-09-09,189.1,189.24,187.36,189.24,3552,3552,0.009934474741069517,188.33
999999,1991-09-10,190.98,188.33,188.19,190.98,33434,33434,-0.0048319439282111,187.22
999999,1991-09-11,187.29,187.22,186.86,187.29,21392,21392,-0.005928853754940785,186.22
999999,1991-09-12,186.22,186.22,186.07,187.4,19699,19699,-0.005369992482010525,187.79
999999,1991-09-13,188.0,187.79,185.01,188.04,37434,37434,0.008360402577347001,189.66
999999,1991-09-16,189.55,189.66,187.79,189.66,9933,9933,0.009859749024570309,188.65
999999,1991-09-17,191.16,188.65,188.28,191.18,28829,28829,-0.005353829843625714,187.63
999999,1991-09-18,187.26,187.63,187.18,188.59,15822,15822,-0.005436230879923308,186.88
999999,1991-09-19,187.65,186.88,186.49,189.21,23439,23439,-0.004013270547945206,185.92
999999,1991-09-20,185.77,185.92,185.66,187.21,12075,12075,-0.005163511187607616,185.0
999999,1991-09-23,185.0,185.0,184.71,185.92,4034,4034,-0.004972972972972905,184.08
999999,1991-09-24,183.96,184.08,183.69,185.04,1426,1426,-0.004997827031725269,183.19
999999,1991-09-25,182.8,183.19,182.8,184.08,1389,1389,-0.004858343796058817,182.33
999999,1991-09-26,182.21,182.33,181.93,183.19,6541,6541,-0.004716722426369687,181.82
999999,1991-09-27,183.12,181.82,181.19,183.89,33728,33728,-0.0028049719502806036,180.92
999999,1991-09-30,180.28,180.92,180.27,181.95,25594,25594,-0.004974574397523799,182.48
999999,1991-10-03,181.55,182.48,179.8,182.48,18741,18741,0.008548882069267879,184.29
999999,1991-10-04,184.29,184.29,183.59,184.29,7360,7360,0.009821477019914279,186.0
999999,1991-10-07,185.95,186.0,185.41,186.0,11369,11369,0.009193548387096817,187.49
999999,1991-10-08,187.59,187.49,186.0,187.61,23745,23745,0.007947090511493995,189.12
999999,1991-10-09,188.49,189.12,186.31,189.12,20989,20989,0.008618866328257167,191.01
999999,1991-10-10,190.71,191.01,189.12,191.01,6638,6638,0.009894769907334624,192.85
999999,1991-10-11,192.84,192.85,191.01,192.88,10981,10981,0.009541094114596855,194.67
999999,1991-10-14,194.06,194.67,192.32,194.69,21493,21493,0.009349154980222906,196.61
999999,1991-10-15,196.58,196.61,194.67,196.61,11002,11002,0.009867249885560378,198.57
999999,1991-10-16,198.51,198.57,196.61,198.57,9562,9562,0.009870574608450318,200.51
999999,1991-10-17,200.5,200.51,198.57,200.51,6077,6077,0.009675327913819748,202.51
999999,1991-10-18,202.5,202.51,200.51,202.51,2968,2968,0.00987605550343193,204.53
999999,1991-10-21,204.53,204.53,202.51,204.53,3537,3537,0.009876301765022296,206.53
999999,1991-10-22,206.06,206.53,204.53,206.53,2128,2128,0.009683823173388853,208.25
999999,1991-10-23,208.06,208.25,206.53,208.25,2623,2623,0.00825930372148859,210.07
999999,1991-10-24,210.2,210.07,208.25,210.2,19357,19357,0.008663778740419828,211.86
999999,1991-10-25,210.34,211.86,209.71,211.97,32650,32650,0.008448975738695462,213.98
999999,1991-10-28,213.5,213.98,211.86,213.98,3217,3217,0.009907467987662287,215.78
999999,1991-10-29,215.63,215.78,213.98,215.78,2697,2697,0.008341829641301379,216.43
999999,1991-10-30,216.37,216.43,215.78,216.43,2380,2380,0.003003280506399324,218.6
999999,1991-10-31,218.59,218.6,216.43,218.6,3929,3929,0.009926806953339376,220.72
999999,1991-11-01,220.71,220.72,218.6,220.72,5906,5906,0.009604929322218216,222.77
999999,1991-11-04,222.77,222.77,220.79,222.77,4474,4474,0.009202316290344351,224.65
999999,1991-11-05,224.44,224.65,222.77,224.65,2805,2805,0.008368573336300892,226.88
999999,1991-11-06,226.83,226.88,224.65,226.88,2848,2848,0.009828984485190364,228.93
999999,1991-11-07,228.93,228.93,226.88,228.93,4833,4833,0.00895470231075006,231.22
999999,1991-11-08,230.99,231.22,228.93,231.22,14406,14406,0.00990398754433004,233.55
999999,1991-11-11,233.48,233.55,231.22,233.55,2474,2474,0.009976450438878237,235.8
999999,1991-11-12,235.75,235.8,233.55,235.8,895,895,0.009541984732824428,236.67
999999,1991-11-13,236.51,236.67,235.8,236.67,799,799,0.0036760045633159088,237.45
999999,1991-11-14,237.39,237.45,236.67,237.45,862,862,0.003284902084649405,238.25
999999,1991-11-15,238.25,238.25,237.45,238.25,2058,2058,0.003357817418677907,240.62
999999,1991-11-18,240.04,240.62,238.25,240.62,1885,1885,0.009849555315435144,242.24
999999,1991-11-19,242.24,242.24,240.62,242.24,2310,2310,0.006687582562747707,244.5
999999,1991-11-20,244.5,244.5,242.24,244.5,2325,2325,0.009243353783231047,246.31
999999,1991-11-21,246.26,246.31,244.5,246.31,2155,2155,0.007348463318582283,248.53
999999,1991-11-22,248.24,248.53,246.31,248.53,2133,2133,0.008932523236631388,250.85
999999,1991-11-25,250.84,250.85,248.53,250.85,2331,2331,0.00924855491329477,252.97
999999,1991-11-26,252.9,252.97,250.85,252.97,2454,2454,0.00838044036842315,255.45
999999,1991-11-27,255.27,255.45,252.97,255.45,2120,2120,0.009708357799960814,257.35
999999,1991-11-28,257.28,257.35,255.45,257.35,2502,2502,0.007382941519331781,259.6
999999,1991-11-29,259.68,259.6,257.35,259.85,33695,33695,0.008667180277349768,262.19
999999,1991-12-02,261.78,262.19,259.67,262.19,19128,19128,0.009878332506960507,264.81
999999,1991-12-03,264.64,264.81,262.19,264.81,1101,1101,0.009893886182545993,265.77
999999,1991-12-04,265.53,265.77,264.81,265.77,742,742,0.003612145840388229,266.66
999999,1991-12-05,266.48,266.66,265.77,266.66,2050,2050,0.003337583439586151,269.35
999999,1991-12-06,269.34,269.35,266.66,269.35,1613,1613,0.009987005754594385,270.27
999999,1991-12-09,270.27,270.27,269.35,270.27,1631,1631,0.003404003404003253,272.91
999999,1991-12-10,270.27,272.91,270.27,272.91,516,516,0.009673518742442721,273.71
999999,1991-12-11,273.53,273.71,272.91,273.71,669,669,0.002922801505242609,274.41
999999,1991-12-12,274.41,274.41,273.71,274.41,1577,1577,0.0025509274443352844,277.0
999999,1991-12-13,276.81,277.0,274.41,277.0,746,746,0.009350180505415072,277.85
999999,1991-12-16,277.53,277.85,277.0,277.85,580,580,0.003059204606802313,278.68
999999,1991-12-17,278.67,278.68,277.85,278.68,493,493,0.002978326395866169,279.51
999999,1991-12-18,279.32,279.51,278.68,279.51,760,760,0.0029694823083252267,280.17
999999,1991-12-19,279.98,280.17,279.51,280.17,1094,1094,0.0023557126030625155,282.83
999999,1991-12-20,282.83,282.83,280.63,282.83,4393,4393,0.00940494289856086,285.65
999999,1991-12-23,285.65,285.65,282.83,285.65,1046,1046,0.009872221249781177,286.22
999999,1991-12-24,285.74,286.22,285.65,286.22,486,486,0.001991475089092481,287.15
999999,1991-12-25,287.09,287.15,286.22,287.15,573,573,0.003238725404840502,288.03
999999,1991-12-26,288.03,288.03,287.15,288.03,1168,1168,0.0030552373016699496,290.85
999999,1991-12-27,290.65,290.85,288.03,290.85,1551,1551,0.009695719443012034,291.71
999999,1991-12-30,291.71,291.71,290.85,291.71,1165,1165,0.0029481334201774258,292.75
999999,1991-12-31,292.48,292.75,291.71,292.75,584,584,0.003552519214346782,293.75
999999,1992-01-02,293.74,293.75,292.76,293.75,928,928,0.003404255319148936,296.52
999999,1992-01-03,296.24,296.52,293.75,296.52,1436,1436,0.009341697018750782,297.68
999999,1992-01-06,297.68,297.68,296.52,297.68,3400,3400,0.0038968019349638035,298.77
999999,1992-01-07,298.54,298.77,297.68,298.77,892,892,0.0036482913277771363,299.66
999999,1992-01-08,299.65,299.66,298.77,299.66,659,659,0.0029700327037310388,300.62
999999,1992-01-09,300.61,300.62,299.66,300.62,943,943,0.003193400306034128,301.83
999999,1992-01-10,301.82,301.83,300.62,301.83,1605,1605,0.004008879170393863,303.06
999999,1992-01-13,302.83,303.06,302.0,303.06,725,725,0.004058602256978876,305.74
999999,1992-01-14,304.77,305.74,303.06,305.74,632,632,0.008765617845227993,306.63
999999,1992-01-15,306.62,306.63,305.74,306.63,259,259,0.002902520953592233,306.85
999999,1992-01-16,306.85,306.85,306.63,306.85,378,378,7.169626853512376E-4,307.38
999999,1992-01-17,307.37,307.38,306.85,307.38,250,250,0.0017242501138654848,307.39
999999,1992-01-20,307.38,307.39,307.38,307.39,445,445,3.253196265327729E-5,307.87
999999,1992-01-21,307.87,307.87,307.39,307.87,534,534,0.0015590996199695267,307.95
999999,1992-01-22,307.95,307.95,307.87,307.95,312,312,2.597824322129699E-4,308.53
999999,1992-01-23,308.53,308.53,307.95,308.53,413,413,0.0018798820211972389,309.05
999999,1992-01-24,309.05,309.05,308.53,309.05,722,722,0.001682575635010641,311.61
999999,1992-01-27,311.6,311.61,309.05,311.61,562,562,0.00821539745194314,311.84
999999,1992-01-28,311.67,311.84,311.61,311.84,664,664,7.375577219085472E-4,312.42
999999,1992-01-29,312.41,312.42,311.84,312.58,401,401,0.0018564752576660933,312.73
999999,1992-01-30,312.73,312.73,312.42,312.73,391,391,9.912704249672314E-4,313.24
999999,1992-01-31,313.24,313.24,312.73,313.24,354,354,0.0016281445536968167,314.18
999999,1992-02-03,314.18,314.18,313.24,314.18,305,305,0.0029919154624737337,314.72
999999,1992-02-07,314.72,314.72,314.18,314.72,327,327,0.001715810879512012,315.56
999999,1992-02-10,315.55,315.56,314.72,315.56,354,354,0.002661934338952893,316.43
999999,1992-02-11,316.12,316.43,315.56,316.43,296,296,0.0027494232531681717,316.44
999999,1992-02-12,316.43,316.44,316.43,316.44,270,270,3.160156743771617E-5,317.04
999999,1992-02-13,317.24,317.04,317.06,317.57,1020,1020,0.001892505677517104,319.68
999999,1992-02-14,319.45,319.68,317.04,319.68,457,457,0.008258258258258216,319.77
999999,1992-02-17,319.77,319.77,319.68,319.77,6369,6369,2.814522938361166E-4,337.11
999999,1992-02-18,338.98,337.11,319.77,339.16,7407,7407,0.05143721633888058,342.41
999999,1992-02-19,340.5,342.41,337.11,342.41,9401,9401,0.015478519903040246,347.99
999999,1992-02-20,345.22,347.99,342.41,348.01,10341,10341,0.016034943532860092,359.59
999999,1992-02-21,358.91,359.59,347.99,359.93,11582,11582,0.03225896159514994,360.5
999999,1992-02-24,361.11,360.5,359.59,361.62,30157,30157,0.0025242718446602634,360.37
999999,1992-02-25,359.66,360.37,357.07,361.29,4862,4862,-3.6074035019561965E-4,360.1
999999,1992-02-26,359.85,360.1,359.27,360.76,5753,5753,-7.497917245209158E-4,362.45
999999,1992-02-27,361.0,362.45,360.1,363.03,9524,9524,0.006483652917643719,364.66
999999,1992-02-28,364.15,364.66,362.45,364.67,9862,9862,0.006060439861789163,365.39
999999,1992-03-02,365.15,365.39,364.66,365.39,3405,3405,0.001997865294616605,367.0
999999,1992-03-03,366.79,367.0,365.39,367.25,2989,2989,0.0043869209809264675,368.32
999999,1992-03-04,367.56,368.32,366.95,368.28,5614,5614,0.0035838401390095383,369.76
999999,1992-03-05,369.31,369.76,368.11,369.88,8360,8360,0.0038944180008654203,371.76
999999,1992-03-06,370.79,371.76,369.76,371.76,5237,5237,0.005379814934366258,373.53
999999,1992-03-09,372.26,373.53,371.88,374.06,20968,20968,0.004738575214842133,375.23
999999,1992-03-10,374.48,375.23,373.53,375.23,5011,5011,0.004530554593182969,376.14
999999,1992-03-11,375.87,376.14,374.98,376.25,4001,4001,0.0024193119583133093,376.92
